Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,Revenue of 2024,Price Category,Battery Effeciency (km/ kWh),Range Category,Autonous Level Coulumn,Unit Selling Category
1555,Jaguar,I-PACE,2019,Lithium-ion,100.2,208,Ultra-Fast Charging (350 kW+),9.4,72055.42,Sunset Orange,Poland,2,0,4,1721,3,124007377.8,Mid-Range,2,Mid-Range,Intermediate,Medium
1556,Lamborghini,Lanzador (upcoming EV),2018,Nickel-manganese-cobalt,117.7,294,Inductive (Wireless) Charging,1.3,100146.78,Stealth Gray,Brazil,5,0,4,11665,5,1168212189,Premium,2,Mid-Range,Full,Very High
1557,Citroen,ë-C4,2025,Nickel-metal hydride,83.2,324,Plug-in Hydrogen Refueling,10.3,61524.98,Green,Poland,0,0,5,10596,3,651918688.1,Mid-Range,4,Mid-Range,None,Very High
1558,Porsche,Panamera EV,2020,Solid-state,114.7,206,Battery Swapping,9.5,141043.15,Gold,United Arab Emirates,1,0,3,18765,3,2646674710,Luxury,2,Mid-Range,Basic,Very High
1559,Subaru,Solterra,2018,Lithium-iron phosphate,28.6,573,Overhead Pantograph Charging,3.7,117745.81,Ice Silver,Uk,3,0,3,11717,3,1379627656,Premium,20,High Range,Advanced,Very High
1560,Jaguar,I-PACE,2024,Nickel-manganese-cobalt,88.4,338,Mobile Charging,3,46081.57,Ice Silver,Usa,4,0,4,14268,4,657491840.8,Mid-Range,4,Mid-Range,Full,Very High
1561,Kia,Niro EV,2015,Lithium-titanate,88.7,291,Level 2 Charging,1.2,116770.4,Matte White,New Zealand,0,0,4,3017,3,352296296.8,Premium,3,Mid-Range,None,Medium
1562,Honda,e:Ny1,2021,Nickel-manganese-cobalt,89.5,187,CCS,11.4,31773.86,Cobalt Blue,United Arab Emirates,3,0,4,13283,5,422052182.4,Budget,2,Low Range,Advanced,Very High
1563,Lotus,Emeya,2021,Lithium-sulfur,36.8,489,Vehicle-to-Home (V2H),10.1,78785.54,Matte Gray,Usa,3,0,3,8008,5,630914604.3,Mid-Range,13,High Range,Advanced,High
1564,Audi,Q4 e-tron,2019,Nickel-metal hydride,111.9,200,Level 1 Charging,5.1,36335.26,Metallic Silver,South Korea,4,0,5,10981,5,398997490.1,Budget,2,Low Range,Full,Very High
1565,Nissan,Ariya,2017,Nickel-metal hydride,57.5,148,CCS,3.8,48408.3,Cream,Indonesia,0,0,5,19294,5,933989740.2,Mid-Range,3,Low Range,None,Very High
1566,Ford,Mustang Mach-E,2016,Calcium-ion,72.2,557,Ultra-Fast Charging (350 kW+),2.9,118822.63,Charcoal,Italy,3,0,4,10469,3,1243954113,Premium,8,High Range,Advanced,Very High
1567,Jeep,Grand Cherokee 4xe (PHEV),2017,Flow batteries,42.9,290,Plug-in Hydrogen Refueling,2.1,33303.76,Lime Green,Finland,0,0,5,10051,3,334736091.8,Budget,7,Mid-Range,None,Very High
1568,Volvo,XC40 Recharge,2018,Lithium-iron phosphate,103.4,286,NACS,6.4,144642.82,Orange,Switzerland,5,0,4,9283,4,1342719298,Luxury,3,Mid-Range,Full,High
1569,Volkswagen,ID.4,2019,Nickel-metal hydride,85.1,252,Solar Charging,7.5,81383.62,White,Norway,4,0,3,1786,5,145351145.3,Premium,3,Mid-Range,Full,Medium
1570,Faraday Future,FF 91,2018,Nickel-cobalt-aluminum,117.5,425,Vehicle-to-Load (V2L),7.7,134036.35,Forest Green,Portugal,4,0,5,15463,3,2072604080,Luxury,4,High Range,Full,Very High
1571,Fisker,Pear (upcoming),2016,Sodium-ion,109.5,296,Plug-in Hydrogen Refueling,4.8,69901.87,Rose Gold,China,3,0,3,16741,3,1170227206,Mid-Range,3,Mid-Range,Advanced,Very High
1572,Gmc,Hummer EV SUV,2021,Lithium-sulfur,33.7,342,Overhead Pantograph Charging,3,78518.37,Matte Blue,Argentina,3,0,4,14231,5,1117394923,Mid-Range,10,Mid-Range,Advanced,Very High
1573,Rimac,Nevera,2020,Lithium-iron phosphate,93,457,Vehicle-to-Grid (V2G),2,106054.84,Navy Blue,Singapore,2,0,3,12722,4,1349229674,Premium,5,High Range,Intermediate,Very High
1574,Jeep,Grand Cherokee 4xe (PHEV),2019,Solid-state,64,141,NACS,7.9,133609.35,Ice Silver,Indonesia,5,0,4,8894,3,1188321559,Luxury,2,Low Range,Full,High
1575,Mini,Mini Cooper SE,2021,Lead-acid,62.7,483,Vehicle-to-Grid (V2G),3.3,99330.14,Tan,France,4,0,5,7745,5,769311934.3,Premium,8,High Range,Full,High
1576,Cadillac,Optiq (upcoming),2025,Solid-state,74,281,Ultra-Fast Charging (350 kW+),8.2,90011.17,Yellow,Thailand,4,0,3,957,3,86140689.69,Premium,4,Mid-Range,Full,Low
1577,Nissan,Ariya,2018,Nickel-manganese-cobalt,37,130,Vehicle-to-Load (V2L),8.4,123001.86,Navy Blue,Usa,2,0,4,18149,5,2232360757,Luxury,4,Low Range,Intermediate,Very High
1578,Nissan,Leaf,2021,Lithium-titanate,55.8,206,CCS,2,44698.33,Copper,Thailand,4,0,4,13004,3,581257083.3,Mid-Range,4,Mid-Range,Full,Very High
1579,Rimac,Nevera,2017,Lithium-titanate,95.2,525,NACS,5,114303.75,Teal,Thailand,1,0,5,19171,5,2191317191,Premium,6,High Range,Basic,Very High
1580,Acura,ZDX (with GM Ultium),2015,Lithium-iron phosphate,71.4,393,Battery Swapping,6.3,109793.25,Lime Green,Canada,3,0,4,18584,4,2040397758,Premium,6,Mid-Range,Advanced,Very High
1581,Hyundai,Ioniq 7 (upcoming),2022,Flow batteries,23.3,449,Ultra-Fast Charging (350 kW+),3,56480.84,Orange,Japan,3,0,5,902,3,50945717.68,Mid-Range,19,High Range,Advanced,Low
1582,Xpeng,G6,2024,Zinc-air,55.4,399,Level 2 Charging,9.3,39756.46,Crimson Red,Austria,2,0,4,15795,5,627953285.7,Budget,7,Mid-Range,Intermediate,Very High
1583,Faraday Future,FF 91,2025,Lithium-sulfur,89.4,151,Solar Charging,1,97602.21,Cobalt Blue,Spain,3,0,4,14226,4,1388489039,Premium,2,Low Range,Advanced,Very High
1584,Cadillac,Lyriq,2015,Solid-state,149.2,565,DC Fast Charging (DCFC),1.7,31250.63,Copper,Israel,4,0,4,816,3,25500514.08,Budget,4,High Range,Full,Low
1585,Subaru,Solterra,2015,Nickel-metal hydride,88.9,525,Vehicle-to-Grid (V2G),10.3,141099.55,Cream,Saudi Arabia,5,0,5,1296,3,182865016.8,Luxury,6,High Range,Full,Medium
1586,Mazda,MX-30,2016,Calcium-ion,120.1,232,Mobile Charging,4,61335.98,Charcoal,South Korea,1,0,4,15664,5,960766790.7,Mid-Range,2,Mid-Range,Basic,Very High
1587,Mini,Mini Electric,2022,Calcium-ion,142.1,402,CCS,2.9,95225.42,Blue,Uk,3,0,3,16236,3,1546079919,Premium,3,High Range,Advanced,Very High
1588,Rivian,R1T,2016,Zinc-air,108.6,574,Level 1 Charging,12,66414.61,Sunset Orange,Usa,4,0,4,3015,3,200240049.2,Mid-Range,5,High Range,Full,Medium
1589,Volkswagen,ID.2all,2023,Nickel-manganese-cobalt,130.6,253,Mobile Charging,2.1,88149.47,Ice Silver,China,4,0,5,12075,4,1064404850,Premium,2,Mid-Range,Full,Very High
1590,Nio,ES7,2021,Lithium-iron phosphate,98.7,222,DC Fast Charging (DCFC),0.9,106458.26,Magenta,Finland,5,0,5,9380,3,998578478.8,Premium,2,Mid-Range,Full,High
1591,Polestar,Polestar 3,2016,Sodium-ion,56.9,124,DC Fast Charging (DCFC),8.7,39888.14,Pink,Switzerland,3,0,5,6079,4,242480003.1,Budget,2,Low Range,Advanced,High
1592,Audi,Q8 e-tron,2023,Lithium-sulfur,125.8,272,NACS,12,51060.04,Ruby Red,Russia,0,0,4,15943,5,814050217.7,Mid-Range,2,Mid-Range,None,Very High
1593,Faraday Future,FF 91,2022,Zinc-air,90.6,460,Battery Swapping,6.5,139788.17,Teal,Vietnam,2,0,5,7238,3,1011786774,Luxury,5,High Range,Intermediate,High
1594,Nissan,Ariya,2016,Zinc-air,148.8,458,Mobile Charging,5.5,71744.17,Lime Green,Thailand,2,0,3,6036,4,433047810.1,Mid-Range,3,High Range,Intermediate,High
1595,Acura,ZDX (with GM Ultium),2022,Nickel-metal hydride,70.7,168,Overhead Pantograph Charging,5.2,33106.84,Beige,Usa,5,0,5,8993,3,297729812.1,Budget,2,Low Range,Full,High
1596,Volvo,XC40 Recharge,2021,Lead-acid,104.3,592,Vehicle-to-Grid (V2G),10.4,61281.24,Burgundy,Turkey,0,0,4,13495,4,826990333.8,Mid-Range,6,High Range,None,Very High
1597,Maserati,Grecale Folgore,2025,Lithium-sulfur,148.5,511,CCS,6.1,94355.84,White,New Zealand,1,0,4,5286,3,498764970.2,Premium,3,High Range,Basic,High
1598,Volvo,C40 Recharge,2023,Nickel-metal hydride,43.5,384,CHAdeMO,3.8,94326,Aurora Blue,Hungary,4,0,5,19513,4,1840583238,Premium,9,Mid-Range,Full,Very High
1599,Chevrolet,Bolt EV,2019,Solid-state,25.1,484,Battery Swapping,5.7,126304.05,Crimson Red,Argentina,0,0,4,973,4,122893840.7,Luxury,19,High Range,None,Low
1600,Lucid Motors,Lucid Gravity,2022,Aluminum-ion,38.9,492,CHAdeMO,11.1,30918.69,Brown,Czech Republic,3,0,4,18236,3,563833230.8,Budget,13,High Range,Advanced,Very High
1601,Cadillac,Celestiq,2023,Lithium-iron phosphate,23.8,574,Level 1 Charging,10.3,32847.56,Magenta,France,5,0,3,10909,3,358334032,Budget,24,High Range,Full,Very High
1602,Vinfast,VFe34 (discontinued),2016,Aluminum-ion,105.3,247,Vehicle-to-Load (V2L),6.9,125984.09,Copper,Italy,1,0,5,19996,3,2519177864,Luxury,2,Mid-Range,Basic,Very High
1603,Nissan,Ariya,2018,Magnesium-ion,64.8,567,Level 1 Charging,8.2,57281.34,Matte Gray,Israel,5,0,5,14569,4,834531842.5,Mid-Range,9,High Range,Full,Very High
1604,Polestar,Polestar 5 (upcoming),2024,Zinc-air,21.8,516,Mobile Charging,6.9,144938.6,Champagne,Argentina,2,0,4,9117,3,1321405216,Luxury,24,High Range,Intermediate,High
1605,Ferrari,Ferrari EV (2025+),2015,Calcium-ion,74.5,593,Vehicle-to-Grid (V2G),7,35860.67,Magenta,Brazil,4,0,3,12362,3,443309602.5,Budget,8,High Range,Full,Very High
1606,Renault,Megane E-Tech,2021,Sodium-ion,74.6,223,Ultra-Fast Charging (350 kW+),5.7,62804.21,Candy Apple Red,Japan,3,0,3,7296,4,458219516.2,Mid-Range,3,Mid-Range,Advanced,High
1607,Mini,Mini Aceman,2016,Lithium-sulfur,96.4,382,Level 2 Charging,2.1,56394.24,Black,Turkey,3,0,3,13034,4,735042524.2,Mid-Range,4,Mid-Range,Advanced,Very High
1608,Toyota,Lexus RZ,2022,Magnesium-ion,128.9,540,NACS,4.2,135172.73,White,Saudi Arabia,1,0,4,5705,3,771160424.7,Luxury,4,High Range,Basic,High
1609,Subaru,Solterra,2015,Lithium-sulfur,30.4,463,CHAdeMO,4,116417.55,Pink,Belgium,3,0,4,10332,4,1202826127,Premium,15,High Range,Advanced,Very High
1610,Mazda,MX-30,2021,Nickel-metal hydride,128.4,388,Plug-in Hydrogen Refueling,0.7,63306.05,Turquoise,Malaysia,3,0,5,4731,5,299500922.6,Mid-Range,3,Mid-Range,Advanced,Medium
1611,Vinfast,VF 8,2025,Zinc-air,57.8,192,Ultra-Fast Charging (350 kW+),10.3,68659.02,Matte White,Italy,1,0,4,4581,5,314526970.6,Mid-Range,3,Low Range,Basic,Medium
1612,Zeekr,Zeekr 007,2017,Aluminum-ion,134.6,416,DC Fast Charging (DCFC),5.6,41905.05,Copper,Netherlands,1,0,4,15204,5,637124380.2,Mid-Range,3,High Range,Basic,Very High
1613,Opel,Corsa-e,2016,Sodium-ion,109,402,NACS,10.8,75893.97,Electric Blue,New Zealand,0,0,4,1081,3,82041381.57,Mid-Range,4,High Range,None,Medium
1614,Jaguar,I-PACE,2024,Nickel-metal hydride,85,254,Overhead Pantograph Charging,0.6,48146.85,Tan,France,0,0,3,6935,4,333898404.8,Mid-Range,3,Mid-Range,None,High
1615,Gmc,Hummer EV Pickup,2022,Zinc-air,83.3,409,Level 2 Charging,0.5,107535.32,Midnight Black,Israel,3,0,4,12339,5,1326878313,Premium,5,High Range,Advanced,Very High
1616,Dacia,Bigster EV (upcoming),2022,Solid-state,86.8,288,Overhead Pantograph Charging,11.7,67092.52,Volcanic Yellow,Malaysia,4,0,3,9360,4,627985987.2,Mid-Range,3,Mid-Range,Full,High
1617,Renault,5 E-Tech,2017,Lithium-titanate,50.5,592,Plug-in Hydrogen Refueling,8,86246.77,Burgundy,Saudi Arabia,2,0,5,9435,3,813738275,Premium,12,High Range,Intermediate,High
1618,Geely,Geometry A,2016,Zinc-air,58.4,487,Overhead Pantograph Charging,2.8,103713.46,Yellow,Uk,3,0,4,11140,3,1155367944,Premium,8,High Range,Advanced,Very High
1619,Fisker,Ocean,2025,Nickel-manganese-cobalt,104.3,488,Vehicle-to-Grid (V2G),1.3,33180.33,Matte Green,Netherlands,5,0,3,13329,5,442260618.6,Budget,5,High Range,Full,Very High
1620,Audi,A6 e-tron (upcoming),2015,Nickel-metal hydride,37.2,135,CCS,5,105127.63,Sky Blue,Malaysia,3,0,4,6700,4,704355121,Premium,4,Low Range,Advanced,High
1621,Polestar,Polestar 3,2017,Lithium-iron phosphate,108.9,163,Overhead Pantograph Charging,7.2,38593.48,Gray,India,4,0,4,13568,3,523636336.6,Budget,1,Low Range,Full,Very High
1622,Mahindra,XUV400,2016,Lithium-sulfur,130,410,Solar Charging,2.7,34805.09,Racing Red,Belgium,2,0,5,18500,5,643894165,Budget,3,High Range,Intermediate,Very High
1623,Ford,F-150 Lightning,2016,Lithium-iron phosphate,38.6,323,Overhead Pantograph Charging,7.4,105164.29,Rose Gold,India,1,0,5,8449,3,888533086.2,Premium,8,Mid-Range,Basic,High
1624,Mahindra,XUV400,2025,Nickel-manganese-cobalt,73.7,391,DC Fast Charging (DCFC),10.6,70899.27,Electric Blue,South Africa,3,0,5,993,4,70402975.11,Mid-Range,5,Mid-Range,Advanced,Low
1625,Faraday Future,FF 91,2017,Lithium-titanate,75.6,249,NACS,5.5,133895.84,Crimson Red,Argentina,3,0,4,10352,4,1386089736,Luxury,3,Mid-Range,Advanced,Very High
1626,Volvo,C40 Recharge,2022,Calcium-ion,67.5,300,Mobile Charging,11.2,76308.34,Aurora Blue,Indonesia,3,0,3,5396,4,411759802.6,Mid-Range,4,Mid-Range,Advanced,High
1627,Canoo,MPDV,2019,Lithium-titanate,67.8,161,Level 1 Charging,4,105056.91,Purple,Usa,4,0,4,12552,5,1318674334,Premium,2,Low Range,Full,Very High
1628,Pininfarina,Battista,2017,Calcium-ion,107.4,543,Vehicle-to-Grid (V2G),9.3,120083.26,Tan,Russia,1,0,5,14445,5,1734602691,Luxury,5,High Range,Basic,Very High
1629,Opel,Corsa-e,2019,Flow batteries,134.1,543,CHAdeMO,1.3,99063.36,Magenta,Vietnam,5,0,4,4828,3,478277902.1,Premium,4,High Range,Full,Medium
1630,Mazda,Mazda EV (upcoming models),2022,Lead-acid,147.9,453,Level 1 Charging,3.8,71386.67,Champagne,Singapore,1,0,4,1701,4,121428725.7,Mid-Range,3,High Range,Basic,Medium
1631,Nissan,Leaf,2018,Flow batteries,99.4,168,DC Fast Charging (DCFC),3.9,96660.07,Titanium,Sweden,1,0,3,1838,5,177661208.7,Premium,2,Low Range,Basic,Medium
1632,Seat,Avenger,2020,Solid-state,113.3,302,Vehicle-to-Load (V2L),5.1,117581.26,White,Thailand,5,0,5,13970,3,1642610202,Premium,3,Mid-Range,Full,Very High
1633,Tesla,Model S,2016,Nickel-metal hydride,134.8,522,CHAdeMO,0.8,143897.8,Blue,South Africa,2,0,5,6669,3,959654428.2,Luxury,4,High Range,Intermediate,High
1634,Citroen,ë-C4,2021,Calcium-ion,78.7,395,Plug-in Hydrogen Refueling,0.8,124798.03,Pearl White,Saudi Arabia,3,0,5,6777,4,845756249.3,Luxury,5,Mid-Range,Advanced,High
1635,Tesla,Model X,2025,Flow batteries,52.9,569,Solar Charging,10.7,135204.97,Gun Metal,Italy,3,0,4,18620,5,2517516541,Luxury,11,High Range,Advanced,Very High
1636,Bmw,i3,2018,Nickel-metal hydride,54,289,DC Fast Charging (DCFC),10.9,141663.41,Turquoise,South Korea,0,0,4,12828,3,1817258223,Luxury,5,Mid-Range,None,Very High
1637,Great Wall Motors,ORA Lightning Cat,2023,Lithium-titanate,109.8,462,Level 2 Charging,6.7,35854.51,Matte Black,Turkey,5,0,5,2232,3,80027266.32,Budget,4,High Range,Full,Medium
1638,Mazda,MX-30,2019,Lithium-iron phosphate,28.3,307,Plug-in Hydrogen Refueling,10.8,70791.66,Sky Blue,Switzerland,1,0,4,16877,5,1194750846,Mid-Range,11,Mid-Range,Basic,Very High
1639,Rivian,R1S,2019,Nickel-manganese-cobalt,61.6,358,Level 2 Charging,2.8,104935.85,White,France,4,0,4,3604,4,378188803.4,Premium,6,Mid-Range,Full,Medium
1640,Canoo,Pickup,2023,Lithium-sulfur,24.7,592,Level 2 Charging,2.3,85510.76,Lime Green,France,4,0,5,6691,4,572152495.2,Premium,24,High Range,Full,High
1641,Seat,Avenger,2021,Solid-state,33.9,364,Plug-in Hydrogen Refueling,5.4,125859.98,Brown,Canada,3,0,4,14370,4,1808607913,Luxury,11,Mid-Range,Advanced,Very High
1642,Jeep,Grand Cherokee 4xe (PHEV),2025,Lithium-iron phosphate,40.8,133,Vehicle-to-Load (V2L),10.5,116330.06,Black,Mexico,4,0,4,17665,3,2054970510,Premium,3,Low Range,Full,Very High
1643,Jeep,Wagoneer S,2021,Sodium-ion,77.2,176,Overhead Pantograph Charging,3.3,144222.64,Forest Green,Israel,4,0,4,4653,3,671067943.9,Luxury,2,Low Range,Full,Medium
1644,Changan,Q05,2022,Sodium-ion,92.7,134,Mobile Charging,6.7,62122.16,Brown,Vietnam,4,0,4,6632,3,411994165.1,Mid-Range,1,Low Range,Full,High
1645,Ford,E-Transit,2018,Nickel-metal hydride,137.1,336,NACS,6,76109.84,Matte Blue,United Arab Emirates,1,0,4,12156,5,925191215,Mid-Range,2,Mid-Range,Basic,Very High
1646,Dacia,Jogger Hybrid,2017,Sodium-ion,36.4,365,Overhead Pantograph Charging,11.3,81176.29,Forest Green,Usa,3,0,3,17536,5,1423507421,Premium,10,Mid-Range,Advanced,Very High
1647,Great Wall Motors,ORA Good Cat,2015,Flow batteries,79.4,524,Ultra-Fast Charging (350 kW+),6.9,115802.95,Pearl White,New Zealand,3,0,3,3960,5,458579682,Premium,7,High Range,Advanced,Medium
1648,Mazda,MX-30,2020,Nickel-metal hydride,110.1,346,Plug-in Hydrogen Refueling,2.8,123627.93,Blue,Usa,0,0,4,4638,5,573386339.3,Luxury,3,Mid-Range,None,Medium
1649,Toyota,bZ4X,2018,Lithium-sulfur,107.8,350,Inductive (Wireless) Charging,10.7,145717.44,Teal,New Zealand,5,0,3,13998,3,2039752725,Luxury,3,Mid-Range,Full,Very High
1650,Skoda,Elroq (upcoming),2024,Flow batteries,81.7,292,Overhead Pantograph Charging,8.7,82140.3,Navy Blue,Thailand,3,0,4,19968,5,1640177510,Premium,4,Mid-Range,Advanced,Very High
1651,Skoda,Enyaq Coupe,2023,Calcium-ion,50.5,247,Battery Swapping,0.7,103799.19,Turquoise,Sweden,2,0,4,11944,3,1239777525,Premium,5,Mid-Range,Intermediate,Very High
1652,Opel,Mokka-e,2024,Lithium-iron phosphate,144.4,193,CHAdeMO,10.1,99534.65,Stealth Gray,Spain,4,0,4,9322,4,927862007.3,Premium,1,Low Range,Full,High
1653,Mini,Mini Electric,2021,Lithium-ion,119.1,271,Vehicle-to-Load (V2L),9.6,100409.26,Green,Mexico,3,0,4,13007,5,1306023245,Premium,2,Mid-Range,Advanced,Very High
1654,Ford,Explorer EV (Europe),2015,Lithium-ion,85.5,168,Plug-in Hydrogen Refueling,4.5,98618.47,Electric Blue,Spain,2,0,3,7230,4,713011538.1,Premium,2,Low Range,Intermediate,High
1655,Mazda,MX-30,2020,Nickel-manganese-cobalt,136.3,407,NACS,1.7,98454.6,Aurora Blue,Singapore,3,0,5,16559,4,1630309721,Premium,3,High Range,Advanced,Very High
1656,Acura,ZDX (with GM Ultium),2019,Flow batteries,128.1,515,CHAdeMO,0.8,54920.21,Champagne,Italy,3,0,5,4652,4,255488816.9,Mid-Range,4,High Range,Advanced,Medium
1657,Xpeng,X9,2020,Lithium-sulfur,131.6,403,NACS,11.9,89767.2,Gray,Czech Republic,3,0,5,4628,3,415442601.6,Premium,3,High Range,Advanced,Medium
1658,Maserati,GranTurismo Folgore,2025,Lithium-ion,31.2,441,Plug-in Hydrogen Refueling,9.6,68355.55,Matte Blue,Germany,2,0,4,3753,4,256538379.2,Mid-Range,14,High Range,Intermediate,Medium
1659,Genesis,GV70 Electric,2015,Aluminum-ion,103.8,471,Inductive (Wireless) Charging,11.9,68432.19,Tan,Switzerland,5,0,3,2929,3,200437884.5,Mid-Range,5,High Range,Full,Medium
1660,Bmw,iX3,2015,Zinc-air,26.8,520,Ultra-Fast Charging (350 kW+),1.3,83204.07,Orange,Usa,2,0,3,5684,5,472931933.9,Premium,19,High Range,Intermediate,High
1661,Genesis,GV70 Electric,2020,Lithium-titanate,143.7,133,Mobile Charging,6.8,143199.02,Stealth Gray,Norway,0,0,4,7229,5,1035185716,Luxury,1,Low Range,None,High
1662,Geely,Geometry C,2021,Solid-state,51.5,313,Plug-in Hydrogen Refueling,2.5,139942.8,Black,Turkey,0,0,5,14060,5,1967595768,Luxury,6,Mid-Range,None,Very High
1663,Audi,Q4 e-tron,2024,Lithium-sulfur,121.4,557,Battery Swapping,9.3,131616.5,Teal,Austria,3,0,3,11431,5,1504508212,Luxury,5,High Range,Advanced,Very High
1664,Lamborghini,Revuelto (PHEV),2025,Magnesium-ion,116.4,104,Vehicle-to-Grid (V2G),6.2,54336.36,Candy Apple Red,Finland,1,0,3,10106,3,549123254.2,Mid-Range,1,Low Range,Basic,Very High
1665,Mini,Mini Cooper SE,2024,Lithium-iron phosphate,81.7,308,Overhead Pantograph Charging,7.9,120896.17,Yellow,Thailand,3,0,5,16228,4,1961903047,Luxury,4,Mid-Range,Advanced,Very High
1666,Xpeng,G6,2025,Lead-acid,90.6,590,Inductive (Wireless) Charging,5.2,58342.5,Matte White,South Africa,5,0,4,12992,5,757985760,Mid-Range,7,High Range,Full,Very High
1667,Mercedes-Benz,G-Class Electric (upcoming),2021,Nickel-metal hydride,97,194,Vehicle-to-Grid (V2G),5.5,83262.39,Titanium,Turkey,3,0,5,13011,3,1083326956,Premium,2,Low Range,Advanced,Very High
1668,Xpeng,G9,2017,Nickel-metal hydride,91.5,428,Level 1 Charging,5.8,99693.62,Forest Green,Hungary,0,0,4,15737,4,1568878498,Premium,5,High Range,None,Very High
1669,Ford,Explorer EV (Europe),2020,Zinc-air,128.7,294,Solar Charging,0.8,130632.55,Matte Gray,Argentina,4,0,4,2373,5,309991041.2,Luxury,2,Mid-Range,Full,Medium
1670,Mazda,MX-30,2022,Solid-state,136,499,Plug-in Hydrogen Refueling,4.3,96172.33,Metallic Silver,Singapore,3,0,4,12991,4,1249374739,Premium,4,High Range,Advanced,Very High
1671,Faraday Future,FF 91,2023,Lead-acid,77.4,431,CCS,10.2,67004.38,Brown,Japan,3,0,3,19774,3,1324944610,Mid-Range,6,High Range,Advanced,Very High
1672,Honda,Honda Prologue,2024,Lithium-titanate,103,367,Vehicle-to-Home (V2H),7,136679.23,Teal,Australia,5,0,4,4629,5,632688155.7,Luxury,4,Mid-Range,Full,Medium
1673,Lucid Motors,Lucid Air,2016,Solid-state,115,176,Mobile Charging,7.8,37656.94,Graphite Gray,Thailand,0,0,3,13156,5,495414702.6,Budget,2,Low Range,None,Very High
1674,Genesis,GV80 Electric,2017,Nickel-metal hydride,41.1,535,Inductive (Wireless) Charging,5.2,55298.47,Orange,United Arab Emirates,3,0,4,16334,5,903245209,Mid-Range,13,High Range,Advanced,Very High
1675,Lucid Motors,Lucid Air,2017,Magnesium-ion,54,188,Plug-in Hydrogen Refueling,8,80816.94,Gold,Singapore,1,0,5,9446,3,763396815.2,Premium,3,Low Range,Basic,High
1676,Seat,Avenger,2022,Aluminum-ion,121.6,147,Battery Swapping,4,143524.45,Gun Metal,Argentina,5,0,3,12465,5,1789032269,Luxury,1,Low Range,Full,Very High
1677,Mahindra,XUV400,2020,Flow batteries,59.5,581,Overhead Pantograph Charging,3,69636.76,Red,Portugal,3,0,5,13724,4,955694894.2,Mid-Range,10,High Range,Advanced,Very High
1678,Mg,MG4 Electric,2025,Lithium-titanate,133.4,359,Inductive (Wireless) Charging,9.5,97387.72,Rose Gold,Austria,2,0,5,5243,4,510603816,Premium,3,Mid-Range,Intermediate,High
1679,Mahindra,XUV400,2021,Nickel-cobalt-aluminum,127.9,365,Mobile Charging,3.3,33515.82,Lime Green,Australia,4,0,5,9526,3,319271701.3,Budget,3,Mid-Range,Full,High
1680,Mercedes-Benz,EQS SUV,2024,Lead-acid,48.4,524,Battery Swapping,4,134552.1,Volcanic Yellow,Vietnam,5,0,4,779,5,104816085.9,Luxury,11,High Range,Full,Low
1681,Vinfast,VF 8,2020,Magnesium-ion,27.7,469,Level 2 Charging,7.4,93841.4,Cream,Australia,0,0,3,19775,3,1855713685,Premium,17,High Range,None,Very High
1682,Ferrari,SF90 Stradale (PHEV),2022,Nickel-manganese-cobalt,49.5,478,Vehicle-to-Load (V2L),10.9,131344.36,Matte Blue,Hungary,2,0,3,7919,5,1040115987,Luxury,10,High Range,Intermediate,High
1683,Nissan,Leaf,2021,Nickel-metal hydride,63.6,279,CCS,4.6,111190.09,Ice Silver,Usa,2,0,5,3087,4,343243807.8,Premium,4,Mid-Range,Intermediate,Medium
1684,Rivian,R1S,2018,Aluminum-ion,28.4,565,Vehicle-to-Home (V2H),7.4,122613.44,Sky Blue,Austria,3,0,4,6163,3,755666630.7,Luxury,20,High Range,Advanced,High
1685,Faraday Future,FF 91,2016,Nickel-metal hydride,51.1,280,Level 1 Charging,3.7,134272.47,Cream,Brazil,3,0,4,12461,3,1673169249,Luxury,5,Mid-Range,Advanced,Very High
1686,Faraday Future,FF 91,2016,Lithium-titanate,26.6,286,Vehicle-to-Load (V2L),3.1,53092.66,Cosmic Purple,Brazil,2,0,4,1342,5,71250349.72,Mid-Range,11,Mid-Range,Intermediate,Medium
1687,Canoo,MPDV,2016,Zinc-air,50.2,148,DC Fast Charging (DCFC),6,138225.25,Magenta,Brazil,2,0,4,1024,4,141542656,Luxury,3,Low Range,Intermediate,Medium
1688,Volkswagen,ID.6,2017,Lead-acid,129.9,312,Vehicle-to-Home (V2H),2.8,83071.42,Beige,France,1,0,4,12273,4,1019535538,Premium,2,Mid-Range,Basic,Very High
1689,Renault,5 E-Tech,2021,Lithium-sulfur,134.8,188,Vehicle-to-Grid (V2G),0.8,60904.63,Orange,Turkey,5,0,5,1940,4,118154982.2,Mid-Range,1,Low Range,Full,Medium
1690,Ferrari,SF90 Stradale (PHEV),2016,Zinc-air,128.2,223,Level 1 Charging,9.6,58184.56,Sapphire Blue,Ireland,0,0,3,10183,4,592493374.5,Mid-Range,2,Mid-Range,None,Very High
